Character,Episode,Clean_text,Sentiment_Scores,neg,neu,pos,compound,Episode_Numeric,Season
Cartman,1611,"FELLAS! Fellas! You'll never guess what happened. Butters just beat up! It was crazy! Scott was just talking about how he needed to take his insulin shot, and out of nowhere Butters said he's sick of people with diabetes feeling sorry for themselves. Scott told Butters to shut up and Butters just started whaling on him! Dude, I'm telling you! Butters beat the crap out of Scott, and then he locked himself in the bathroom!  Well. Apparently Kenny is Butters' best friend. You guys gonna make out, Kenny?  ...Wow. Holy shit balls! Holy shit balls! Guess what, you guys? Holy shit balls.  Butters just got on a bus with his backpack and said he's going to Hawaii. He said he had to go back to his homeland, and then told me it was none of my business and to keep my fat mouth shut. Yeah, Mr. Perfect, go rescue Butters so he can lick your balls some more. ","{'neg': 0.118, 'neu': 0.772, 'pos': 0.109, 'compound': -0.4075}",0.118,0.772,0.109,-0.4075,1611,16
Cartman,1612,"We're actually on our way over to Kyle's because our costumes are so multi-faceted and cool we have to put them on together. Uhhh what are you supposed to be, Butters? Yyeah, really cool, guys. You'll be some stiff compettion at the costume contest for sure.  You'll just have to wait and see.  Stan can't come?! But he's fucking Captain America! This is fucking ridiculous! We've been planning this Halloween for two months, and Stan has to go and ruin it! Yeah, he looks totally fine, except that when we walk up to a house, people are gonna be like, ""Oh wow, it's the Avengers, and some Captain FaceTime skateboard guy!""   I'm not Bruce Vilanch! The Incredible... No not Chaz Bono! Do you see my skin?! I'm green! The person I'm dressed as is not fat, and not gay!  JUST GIVE US SOME FUCKING CANDY!  It's Stan's stupid Captain America costume! That's what's throwing everybody off! How are people supposed to get that I'm the Hulk when Captain America is on freaking FaceTime?!  That's right! Dude dude dude! Check it out.   You guys, we've gotta stop it! Cartman SMASH!   Oh crap, there's a bunch of them. Never mind.  Holy shit, they shot this guy! Oh my God. You mean they don't know people can stream movies cheaper and more conveniently online? Hey, this means we can still make the costume contest, you guys!","{'neg': 0.076, 'neu': 0.827, 'pos': 0.097, 'compound': 0.6575}",0.076,0.827,0.097,0.6575,1612,16
Cartman,1613," I can't believe we all got duped. I've been wearin' this stupid things for months! I feel like such a tool. All right, let's do this! Make me believe in something that's bullshit, will you?!  Oh, hold on.  Aah, let's see... that one.  Stupid fraud!  Good riddance to YOU!  Yep, it's done. You know I spent five bucks on that stupid thing?! Oh don't even start, Kenny! Just because you guys didn't buy into the bracelets doesn't mean you're smarter than me, okay?!  What's wrong with him? Uh huh. So weak dude. Dark times, brah, dark times.  Dude, what the hell? You're wearing a ""What Would Jesus Do"" bracelet! The big whoop isn't that you have one, the big whoop is that you're still wearing it! Well don't you care?! Jesus Asterisk Christ, Stan! People are feeling really cheated by all this! Craig?! You asshole!  Dude, what's this about orange bracelets? Where do you get them? Dude, I don't give a crap about using recycled plastic! ...Oh, I guess I do care about that. Huh.  Okay, I need a violet one for domestic violence, a lime one for herpes, and a jade green one for how much I hate Kyle. ...Fuck! Dude, weak. ","{'neg': 0.219, 'neu': 0.704, 'pos': 0.078, 'compound': -0.9902}",0.219,0.704,0.078,-0.9902,1613,16
Cartman,1614,"Mom? Mommy? Where's my mommy? MOM! She said to wait for her by the... plastic boxes if I got lost. Mom? Where's my mom?  ""Warm nuts"", she said. Mom?! I lost my Mooohhm!  No way dude. No way. MOOOM! I can't find my mooom! Ahaha, okay okay it's getting old.  MOOOMMM! MOOOMMM!  Hey Kyle. What's up? Yeah, I figured. It's the day after the election, so you're probably sitting on the couch telling your little brother how great it is to live in a democratic society.  Listen, Kyle, could you come over for a second? I got somethin' I need to show you. Please, Kyle. It's kind of important. You happy with the election results last night, Kyle? Oh, that's such a democratic thing to say, Kyle. What if I were to tell you that I have something in my room that could change the entire election?  What if I did, Kyle? Pretty sweet, huh? What's it look like? Hundreds of thousands of votes from all the swing states. No, really. There are states full of swingers. Bunch of perverts if you ask me.  Funny how voting works in this country, isn't it, Kyle.  Each one of these, a person. Someone who actually took the time to get themselves informed. Actually got up and drove to a voting area to make sure their voice was heard.   Here's another patriotic American. He probably spent hours listening to all those presidential ads and tuned in to every debate.  Now, believe it or not, Kyle, I actually need your help. But first you have to promise not to tell anyone. Run now, little firefly. It's all part of the plan. Thanks Mom,  I'll take that in the study. Do I have a study? I don't think I have a study. That's fine.  Hmmm, no. I'm sorry, but I know my rights. You can't search my room without a warrant. And I'm afraid I can't give you permission. Ey! You can't do that! Ey! I know my rights! Stop right now!  I was always told that... we lived in a country based on freedom. That the one thing that made America different was that government could never barge into our lives unwarranted. But it's all changing, isn't it? Ever since Obama was first elected, it's all changing. But where could they be? Where? And why would I care so much about the election results? So may questions, Kyle. So... little time.  Mm, mhm, mhm. They're nearby. Very safe and sound. I just might want to... alter our deal a little bit. Yes. Tell me again exactly what you plan on doing with it? Oh God damn it Kyle, I was just about to get what I wanted. So here's the deal,,, when the Chinese make the sequels, I get to play the part of's son. Cartman Skywalker. Well then, I guess we're about to play a game of Chicken,.  Butters.  You just couldn't keep your mouth shut, could you Butters? I guess we learned that when it comes to Star Wars, we can't trust anyone. Not the President, not the Chinese, and not you. Shhh, it's okay, Butters.  Nobody's gonna find the election ballots.  I have them hidden away somewhere... nobody would ever look.  A place in town people barely even know exists. Cut the crap, Mouse! You only care about the election results because Romney would have been tougher on the Chinese! Trust me: they're somewhere nobody will ever find them! If you kill me, then Obama will stay President and you will lose Star Wars to the Chinese forever! I can get those at K-Mart! If you want me to switch sides, you'll have to do better than that! I want a part in the new movies! I get to be Luke Skeywalker's son. And there has to be a character called Jewbacca. Really? Well then, I suppose that making the votes public IS the right thing to do. I can get the ballots for you. But if I'm gonna smuggle them here, I'm gonna need a blaster and a tauntaun. Haha. Haha.   I don't think so,! This way, officers!  Yes, we must show these to the public! For democracy's sake, right Kyle? No! But Obama wasn't really elected! Don't you people care?! ","{'neg': 0.073, 'neu': 0.802, 'pos': 0.125, 'compound': 0.9846}",0.073,0.802,0.125,0.9846,1614,16
Cartman,1701," Yeah, I know dude. I'm telling you, it was the worst pain in my entire life. Like six hours, dude. And my friends were all like ""Dude, Cartman, we need you to keep playing defense!"" Yeah, but I was like ""I can't you guys. I twisted my ankle."" In the end though, they really needed me to play, so I just played through the pain, you know what I'm sayin'?  Kyle, this is a private conversation. Yeah, it's that kid Kyle again. He's a total boner, always listening in on my calls. Stop listening to my conversation, Kyle! What are you, the NSA?! Lawrence, remember how I was tellin' you the NSA listens to everyone's phone calls and reads all our e-mails? Who is that? Is that Toby? Dude, Toby, are you over at Lawrence's? You're what? What, you say? I'm telling you guys, the government thinks they can do whatever they want, and we don't have any privacy anymore!  Just between you and me, I think everyone is too stupid to see what this is all leading to. Did you guys read ""1984""? See, I didn't read it either, but I saw the puppet show version up at Casa Bonita. We have to do something about this! We need to organize a rally!  That'd be what? I know, right?  A big rally to tell the government to stay out of our private lives! I'm gonna e-mail everybody and put it up on my blog pages!  I seriously feel like I'm being spied on right now.  I'm sure the government has a file on me a mile long; that's why this is so important, you know?  Hang on, I'm gonna make a video blog for my ""Stop Listening To Me"" Web site.  What's up everybody? It's me again, just kicking it at my skeal. There's gonna be a big rally to tell the government to stop gathering information on us! Gonna tweet you all the details, but keep quiet, 'cause it's top secret!  You guys gonna update your blogs too? Dude, I really can't hear you Lawrence. Are you outside or something? Okay, well put Toby back on the phone! You guys start Googling everyone the directions to the rally site. Toby, are you there, bro? Bro, you gotta um, e-mail Jack about the rally and see if he'll bring petition forms.  Oh heeell NO you didn't just invade my privacy again?! That is the LAST STRAW, Kyle!  Everybody! Everybody hey! Just so you know, we might have an NSA agent right here at our school That just so you know, the government is watching everything you do! Always watching! They say it's to keep us safe! But what price is safety, Kyle?  Dude, they have gone too far this time! There is no doubt the government is tracking me! We're gonna have to put off the rally. Yes, right here. I went to Amazon to see if they had Grand Theft Auto V, and it says, ""you might also be interested in the Blu-ray for Star Trek."" I'm totally interested in the Blu-ray for Star Trek! How did they know that unless the government is keepin' tabs on mw?!  This is war, bro! Forget the rally, we have to go hard core! Alright, listen. I'm gonna get a job at the NSA, and then I'm gonna put all their secrets up on Twitter. No! Dude, I'm gonna sneak into their headquarters disguised as an employee, and I'm gonna-  Hey, hang on a second, Lawrence.  I think we have a Nosey Nancy in the room.  Dude, my Twitter account might already be compromised. If I'm gonna infiltrate the NSA and get all their secrets out to the public, then I'm gonna need something better than Twitter. What, they already have something better than Twitter? No! What commercial?     Yeah, because the government won't respect my privacy. Just two so far: me and.   Yes, I'm here to apply for the NSA job?. Oh well, must be a clerical mistake, but they are expecting me. I am extremely qualified, sir, and very eager to work.  I was um, sure that the appointment was today. Oh yes. Sooo this is where the government checks up on its citizens.   Hey, so um, as I'm going through people's e-mails and phone calls, um, how do I know which people to start with? Really? How big is my file? Uhh, that us, uhh, yo-you must have a pretty big file on. All his blogs and e-mails have been watched for quite some time. Uhh trust me, he's not fat and unimportant. I think we need to change his status to ""ripped and sweet.""  'Scuse me. Excuse me! There's a very important threat to national security! We need to change's status! Look, I am telling you that you are making a huuuge mistake! is the NSA's worst nightmare! The Central Computer is wrong! You need to change his status!  Can't do anything?? You're the NSA! I don't know. Get their hands on what?  Dude...  You think I'm fat and unimportant now?!  I AM! And I've got news for you! This is all being broadcast LIVE on my Twitter Zeppelin, and on's new television show, via Shitter!  You should have taken me out when you had the chance. Now everyone knows the truth! And everyone's gonna think I'm superkewl!  It didn't work, Mom! I infiltrated the NSA, and I was a whistleblower and I thought everyone would be super-pissed off at what exposed about the government, but nobody cared! Nobody cares if the government is listening in on everything! Nobody cares if is hooked up to a big horrible machiiiine! Well now you just sound like everybody eeeelse?!  It's not gonna be okay because now I'm a whistleblower, and against my conscience I'm gonna have to hide out in Russiaaaa!  I do toooo! Okaaay.  I just want hot tea and codeine, no lemon. ...The fuck are you talking about, Butters?  It's too late for me, Butters. I have to go to Russia and live with the Commie dwarfs. What's this? I can be forgiven? For everything bad I've ever done? And then all I have to do is go back to this place every time I do something wrong and admit it and I'm forgiven again?  Thta's pretty kewl. I do, I love my country! I pledge it! I pledge the fucking allegiance!","{'neg': 0.088, 'neu': 0.775, 'pos': 0.137, 'compound': 0.9947}",0.088,0.775,0.137,0.9947,1701,17
Cartman,1702,"Boooo!  Boo, Wendy! Boo,, Boo! Boo, Wendy, Boooooo! Boo Wendy. Boooo,, Boooooo!  Boo Wendy! Liar! I'm not booing your opinion, I'm booing your report topic. No one even knows what a refewgee is. Boo, booben, boo. That's more like it. Dude, do you know Aaron Hagen? You should come down to his house. His dad just killed his mom. Boooooooooo. Boooo! Boo! You guys?  You guys, you'd better get over here. Butters' dad killed his mom.  Concerned?! Thanks to you and your stupid app, parents are still watching murder porn, and now they're screwing up Minecraft too!  And why was that?! Because one kid's dad actually went and killed his mom! For all we know, that kid's parents have been doing drugs and cheating on each other for years! Maybe watching murder porn had nothin' to do with it! Boooooo! Boo Wendy, boooo. Alright, we've gotta do something. Something he said. Did you hear him? He said ""Ouchie ouchie Mommy raped my nono!"" You know, if I'd been caught lying about something, that's exactly what I would have said. Son of a bitch!  Don't you think there are enough griefers in the world without our parents being shown this stuff?!","{'neg': 0.212, 'neu': 0.744, 'pos': 0.044, 'compound': -0.9926}",0.212,0.744,0.044,-0.9926,1702,17
Cartman,1703,"Hey Token!  What's up, bro? ""Nothin'"" Me neither. Nothin's goin' on. Sucks.  Everything good with you? Sweet.  Hey Jimmy, what are you doin'? Yeah, I'm just hangin' out with Token. Did you know that if it wasn't for African-Americans, we wouldn't have Rock & Roll? So cool that we have a black President.  About time.  Dude, um, what are doing after school, Token? You wanna, you wanna hang out?  God you are sooo cool. Alright bro, I'll catch you at recess.  Fist bump. Fist bump, bro.  Yeah, I feel great. Why?  You think something's wrong?  Mister!  No! Stop, Token, stop! My brains! Stop eating my brains! Brad Pitt!  Hey Token. What's up, bro?  Fist bump?  It's Token. I think he's a ticking time bomb. He's pissed off. Because of something that happened a long time ago but he won't forget. But it wasn't me, it wasn't my fault! No, it's too gay. It would only make things worse. M'kay. Ahah-I'll be m'kay. M'kay. No, Token! Leave Brad Pitt alone! Brad Pitt is fighting zombies! No ah Token, Token! Hey Token? How are you doing? That's awesome. I'm so stoked that we're best friends.  Fist bump.  Fist bump.  No! My wife, Token! Token, that's my wife! No Token! Stop beating my daughter! NOOO!  Agreed. Hoh boy, here we go.  Token, I wasn't on that jury. Okay? This grudge that you're holding against an entire group of people should be directed at just a few, not at me. I wrote a poem. Is it okay if I read my poem?  It's called ""I Was Not The Bullet.""  I was not the bullet. I was not the gun. I was not the juror that set the shooter free. I was not the trigger. I was not the hate. Nor was I the judge, but still, you judge me? I was not the black family mourning for the dead. ""Oooo, somebody shot our children. Lordy, what we do now?"" I was not the verdict. It's going to rhyme, Token, just hold on. I was not the shooter. I was not the gun. So Token, you should be cool while we're all here at school.  Yeah, yeah I do. I think we really had a breakthrough here. It's gonna be okay. I think we're all safe now. Black people say He-ey!  Cool. White people say Ho ho!  Black people say Hey hey hey!  Uh oh, I think the white people are winning! White people got you beat, black people; you'd better represent! Let me hear you say ""I don't blame the white people. No no no!"" Token, calm down. Oh God here it comes! Get down everybody! Get down now!  Clear the streets! Everyone clear the streets! We've gotta get the fuck out of here!  Mom it's starting! We've gotta go!  Come on, come on!  Come on, we've gotta move! It's spreading! Let's go!   Driiive! You've gotta driiive! Nooow! Get to an airport! We've got about ten minutes before this entire country is up in flames! If you wanna live, you'd better step on the gas! Oh wait, is this a Tesla? Shit! Well press on the prissy pedal! We're gonna die!!  The outbreak has started! We've gotta get the fuck out of here!  Get on the flight! Let's move! Let's go go go go!  Oh my God!  The outbreak's starting! Fly the plane now!  The e-... The end of the world? We've got one shot and one shot only and that's to find a place where the contagion won't reach us! You don't understand. There's no Denver left to go back to!  Not a chance. By now most of the urban cities will be compromised. This whole things from city to city. We need to go somewhere the trend won't take hold. Like Iceland.  Everyone quiet! I have to think! I can't think here. I need a magazine and a toilet.  Nah!   One of them is in the back! Totally fine? Then it hasn't happened yet. Oh my God, we still have time! It's okay. We have reason to believe it hasn't spread yet. His name is Token. I won't do it! He used to be my friend!  Alright. I promise. I won't let the black people riot and destroy the world. We're gonna live through this! Do you hear me?!  Come on!  Stay by the window! Tell me if anything changes!  I need something that can shoot with complete accuracy from a distance. A person.  Threatening all of us! What?! How am I supposed to get a person to break into my house?! Stand my ground? Yes yes, that's what I need! I'll take that!  This is hopeless. How am I supposed to shoot Token with all these stupid rules?!  Wait a minute. I can't shoot Token,  but I can shoot anyone I want in Florida? The other way to stop the outbreak. Token isn't the only Patient Zero. The outbreak won't happen if... we shoot. We have to get to Florida! Let's go, let's go! Let's move move move move! Let's go! Find the closest airport in Florida!  If we don't get to Florida there's not going to be a Baltimore left!  Black guy in the back!  Alight, now let's find Zimmerman. Put this on. We have to stay hidden from here out.  I'm going to flush out Patient Zero. And you're gonna shoot him. It's the only way. Don't worry, nobody can see us wearing black. Hey Token. ...Sup bro? ...How's it goin' dude? I know how it feels now. Dude, I'm saying I'm sorry. Uh oh.  Sounds like you're still angry, Token. Alright Token, come on! This is ridiculous. I know you totally wanna kick my ass right now. You'd like to walk right up and punch me in the face, but what's that gonna solve? I've got a way better idea.  First bump?  Come on dude, fist bump. Bump that shit bro. Be the bigger person.  That was, he was on my ground. You all saw that, right? Everything inside the red line is mine.  Inside the red line is, that's- that's my ground. He was on it.  Ugh! Oh man. The ending to that movie was so terrible. Yeah. So bad. Jury found me innocent, Kyle! You interrupt people when they talk. Oh man!  Oh boy. Yeah Token, that's the law! Everything inside the red line is lava. Token, calm down. Oh God, here we go again! ","{'neg': 0.144, 'neu': 0.723, 'pos': 0.133, 'compound': -0.9745}",0.144,0.723,0.133,-0.9745,1703,17
Cartman,1704,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,1704,17
Cartman,1705,"That's not a crane, it's a dick and balls. That sucks, dude. I said THAT SUCKS, DUDE.","{'neg': 0.295, 'neu': 0.566, 'pos': 0.139, 'compound': -0.4644}",0.295,0.566,0.139,-0.4644,1705,17
Cartman,1706," Hey, everyone? Excuse me!  Everybody, can I just have a second of your time, please? Everyone, listen up.  Listen everybody, I uh... I owe Kyle a big apology and I... I wanna do it in fromt of everyone because... ugh... I was wrong, Kyle. I'm afraid that... Kyle and I got into a little disagreement yesterday. Yeah, yeah it's... pretty nasty. And um, I was totally wrong and you were right, Kyle. I thought only humans could be gingers. Is Davin here? Davin Miller?  Oh yeah, there you are. I own an apology to you too, Davin. When Kyle said that humans weren't the only species that can have light skin and freckles I totally laughed in his face. But it turns out Kyle was right: there are other animals that can be ginger as well I didn't believe it. I guess I didn't want to believe it, but this morning I saw a red-haired light-skinned cow and I owe you, Kyle, and you, Davin, my sincerest apology.  Oh would you- Would you guys like to see it? There! There it is right there, see? A red-headed cow.   You were right, Kyle. A ginger cow. I shall never question your keen intellect again! Yes! Yeah, be sure to get some pictures of it!  I'm pretty sure this occurs only rarely in nature!  What? What joke? This is real! No,  no, you were right, Kyle. I was wrong. Thank you, Butters!  Yeah, be sure to show everyone, guys. It's really amazing. Heheh, too good, too too good. Yes, you're right, Kyle. I'm sure that that... is going to have earth-shattering consequences. Heheheheh.   Well I just ran to the school and told everyone, ""Hey, there's a redheaded cow outside; you should all see it."" I'm pretty sure that this cow could make ginger cheese, which is like a Swiss cheese, except instead of holes, it has freckles.  Hey Kyle. Y-you got a minute? I've gotta tell you something, Kyle. The red-headed cow... isn't real. I made him up. I totally lied, Kyle. And when you asked me if I had lied, I looked you right in the eye and said ""No."" I owe you an apology and, I mean it.  No! No, Kyle, you said that it's never for the best. Remember that? And you're right. You're right, Kyle! But it's not true. Kyle, I'm being serious. I really think I have to tell the truth! I I don't know how I can live with this. I don't think I can unless eh, unless I don't know mm-maybe you c-called your mom a fat skank?  Maybe if you'd said that to your mom and... told her that her tits belonged in a morgue, then, maybe somehow I could live with this lie. You're right. You're right, Kyle. I should just tell the truth and be done with it!   Kyle! Oh my gosh, what did you just say?? Ohh my God!  Ms. Broflovski, are you okay? Does he always talk to you like that?  Yeah, come on over here. I got some more stuff in my locker, Kyle.   Kyle is doing all kinds of things for me. He finished my homework,  gave me the soda from his lunch.  I think he's just really stoked on me for helping bring peace to the Middle East.  Right, Kyle?  Oh, looks like most everyone's here. Um, wasn't there something you wanted to say, Kyle? Remember about the...? You what??  Okay okay Jesus, uh, lay down on your back, Kyle.  Let's see what I can muster up here. Let's see. Oh! Oh!   Oh,, could I-Oh, uhhh. Hey, sorry, am I interrupting?  Kyle, are you sure? Well alright.  Hey, I was just about to order some dinner. What sounds better in your mouth tomorrow? Thai or Greek? I care, Kyle. You should have a say in this; they're your yummy farts. Should we go with Thai? You're gonna... come with me... to Israel, Kyle?  Huh? You comin'?  Okay. I want the whole world to see how much you love my farts. Plane leaves tomorrow.  Thank you everyone. It's my honor to have been a part of this... miracle. Isn't that right, Fartboy? Are you sure, Fartboy? I've had a lot of strange food on this trip. Small penis?! No, Kyle, you were right. I see now that little lies can cause huge problems. No, it's not, Kyle. I have a huge dick. Cheer up, Kyle. I'm sure this isn't the first time someone who thought they were suffering for humanity was actually just sucking farts. Hey. How about we get a little dessert, help cheer you up? ","{'neg': 0.085, 'neu': 0.702, 'pos': 0.213, 'compound': 0.9988}",0.085,0.702,0.213,0.9988,1706,17
Cartman,1707,"Good evening, sir. I'm calling together all the fighters of Zauron. I need to speak with Lady McCormick. Please tell her there is to be a meeting in the Great Hall. I have found a way to get XBox Ones, and the fair Lady McCormick will want to hear about it. Thank you all for coming. Prince Token, Sir Timmy of Blacklake, Lady McCormick . Warriors, we have fought many great battles together. At Clyde's house. At's house. But soon we will be fighting the greatest battle of our young hot lives. Winter is coming, and the next gen gaming devices are hitting the shelves. What if I were to tell you that if we all worked together there's a way we can get the new gaming system. I have learned of a dark magic at work. The day after Thanksgiving, the first thirty people inside the mall get 80% off whatever they want. They are calling it... Black Friday. It is real, Craig! I saw it on the news, butthole! On our own, none. But if we plan, strategize, and fight together!  ...We can be the first people inside on Black Friday. And use the 80% to get the gaming system we need to survive.  Yes. Yes, very nice. Good.  They don't salute in Game of Thrones, Butters. Okay, we need to start immediately, please.  Ah, very good. The House of Greyhawk has agreed to join our fight! But my friends, we must still find others who will fight by our side! Are there no other factions we can call to our aid? Uhh noo! Screw those guys. They're dorks, and I'm not playing with them. Ah yes, Paladin Butters, are you enjoying it? What do you mean? Iiii believe you might be missing the greater point of the show, Paladin Butters. We have word from the kindergartners. They've agreed to join us!  That's what this is all about, Craig. We're all trying to get XBox Ones on Black Friday.  What? ...Nnnoo. Guys, when I said we're gonna get the next gen gaming systems, I was obviously talking about XBoxes. That's right. We are getting XBox Ones, guys! And that is final! Fine! If you guys don't wanna join us on Black Friday to get XBoxes, then that's fine!  Oh, it's gonna be like that, is it?!  Come on, Kyle. Let these Sony fucks wallow in their limited voice-control functionality.  Oh uh, hey guys, what's up?  God these guys are such dorks!  Uh yeah, big dong and prosper. Um, listen guys, uh, uh, you're XBox people, right?  Oh my god they're so gaaay!  Um, kewl. What if I were to tell you that we have a way for you to join us in getting XBox Ones super cheap. The Federation has agreed to fight with us!  With them and the kindergartners, our army has just doubled in size!  You still think you can convince Stan to come back to our side, don't you, Sir Kyle? You can't change his mind, Sir Kyle. Sony people don't think with logic. He betrayed us. And now we must out-Game of Thrones him by making powerful alliances.  Butters, you seem to be somewhat obsessed with wieners. What new Elmo doll? Lady McCormick, I was hoping I could talk to you about Kyle. I'm not sure if his heart is in the right place. If he were to ever...  switch sides,  it could make Stan's army problematic for us. True, but we can't let Kyle come in the way of what's rightfully ours.  Let's face it, Lady McCormick, this is really about you and me getting XBox Ones. are simply there to... help us get inside those doors. You have a strong influence over the rest of the men, Lady McCormick. All I'm saying is when the time comes, I might need you to... use that influence to have Kyle taken care of. Do we understand each other? Fuck you, dude! This is the Garden of Andros! Yes. Good, Federation kids. You're learning to fight with your hands! Keep pushing, kindergartners!  Sir Kyle, I know that Sony's offering a special Brack Friday Bunduru. You know the XBox is still better, right? Sir Kyle, pre-order doesn't mean shit, okay? When you pre-order a game, you're just committing to paying for something that some assholes in California haven't even finished working on yet. You know what you get for pre-ordering a game? A big dick in your mouth.","{'neg': 0.067, 'neu': 0.803, 'pos': 0.13, 'compound': 0.9906}",0.067,0.803,0.13,0.9906,1707,17
Cartman,1708,"Alright, stop, stop, stop!  This is NOT how you fight! You think this is a joke?! On Black Friday, there's gonna be thousands of shoppers trying to get inside that mall keeping you from getting Xbox Ones! So what do we do?! We survey each enemy, and we attack their weak spots! has diabetes, so we hit him in his weak spot!  There's another army out there who thinks they're better than us, and we are not going to be beat by that traitor whore Kenny! Get back to training!  are just inexperienced, Sir Kyle. They need more training. That Goddamn traitor! You know why Kenny's doing this, right? Because he wanted to be a princess, and I wouldn't let him!  I said, ""You can be a chick, Kenny, but there's only one ruler, and that's me!""   I guarantee you Kenny had something to do with Sony offering a Brack Friday Bunduru!  Just keep them in training, Sir Kyle. Two can play at Kenny's backstabbing game.  Stupid asshole!  Yes, hello. I'd like to speak to the president of XBox, please... The president of XBox, like, the head of XBox... Fine, CEO of Microsoft, whatever. Put him on. I need help blowing up PlayStation people.... I'm a wizard and a king... A wizard-king, yes... No, I'm not king of wizards, I'm a king that happens to be a wizard.  Just put the CEO of Microsoft on the phone! Paladin Butters, I was hoping I could talk to you about Lady McCormick. Yeah, whatever. The little prick thinks he's Daenerys Targaryen. I need to know how to deal with him.  How do they deal with the Queen of Dragons in Game of Thrones? Well did you finish watching Season 3 like I asked you? So what happens when the dragons show up? Butter-Butters! The key to our victory is following the Game of Thrones model exactly. I have to know what happens when the dragons show up so I know how to deal with Kenny. Here's two bus tickets to New Mexico. I want you to take Sir and go seek out for answers. He's the guy who writes Game of Thrones, Butters! He can let us both know how to handle Kenny, and if we should betray Clyde or not. Let's face it, Butters, this is really about you and me getting XBoxes. The rest are simply there to help us get through those doors.  Do you mind?! We're trying to talk here! Why don't you mind your own business?! Sir Kyle, I wanted to talk to you about Stan. It isn't that. Princess Kenny is loved by her army , but Stan is still the nuts and ball of her operation.  It would be a huge setback to the traitors getting their PlayStations if Stan were to be...  grounded? That could be up to you. Fine, Sir Kyle. Perhaps you're right.  Did you know that Stan's dad is working a temp job as mall security? Seems a little convenient, doesn't it?  Stan with somebody on the inside to help him get his PS4s. Who's playing dirty now? Let's face it, Sir Kyle, this is really about you and me getting XBoxes. The rest are simply there to help us get through those doors. Dude, you'd better stop harassing me or I'm callin' the cops! Yeah! Well go ahead! Call the fuckin' cops then! Hi, is Kenny home? Forward, men!  That, no-  No, you- You've gotta turn me.  I seek audience with the traitor, Lady McCormick? You can't win this, guys. Look around you. Lay down your weapons, and you can come back and fight for XBoxes with us on Black Friday. Kenny, we all understand wanting to play as the chick once in a while, 'kay? But you are never going to be a real princess! That doesn't even make sense. You're outnumbered ten to one, and there's no time left! How will you win?!  Mr. Gates, I was hoping I could talk to you about the fight on Friday. Uhh, it's my Lord Wizard King, actually. Having your leadership has certainly been a help.  But I hope that we're clear that this is my army.  There can only be one person of royalty; that's kind of the rules. Your CEOs? Uhhh, hmmm. What? Why don't you stay the fuck out of my business?!","{'neg': 0.086, 'neu': 0.785, 'pos': 0.129, 'compound': 0.9875}",0.086,0.785,0.129,0.9875,1708,17
